seccion,distrito,rango_edad,sexo,nacionalidad,formacion,total
14,1,70 - 74,Hombre,Nacional,No sabe leer ni escribir,3
14,1,70 - 74,Mujer,Nacional,Licenciado Universitario,1
14,1,70 - 74,Hombre,Nacional,Ense?anza Primaria incomp,10
15,1,70 - 74,Hombre,Nacional,Ense?anza Primaria incomp,13
15,1,70 - 74,Mujer,Nacional,Ense?anza Secundaria,12
15,1,70 - 74,Mujer,Nacional,Sin Estudios,18
15,1,70 - 74,Hombre,Nacional,Licenciado Universitario,1
15,1,70 - 74,Mujer,Nacional,No sabe leer ni escribir,1
15,1,70 - 74,Hombre,Nacional,"B.Superior.BUP,COU",3
15,1,70 - 74,Mujer,Nacional,FP1 Grado Medio,1
15,1,70 - 74,Hombre,Nacional,Ense?anza Secundaria,15
15,1,70 - 74,Hombre,Nacional,FP2 Grado Superior,3
15,1,70 - 74,Hombre,Nacional,Sin Estudios,11
15,1,70 - 74,Mujer,Nacional,Ense?anza Primaria incomp,39
15,1,70 - 74,Hombre,Nacional,FP1 Grado Medio,1
16,1,70 - 74,Hombre,Nacional,"B.Superior.BUP,COU",1
16,1,70 - 74,Mujer,Nacional,Ense?anza Secundaria,4
16,1,70 - 74,Hombre,Nacional,Ense?anza Secundaria,9
16,1,70 - 74,Hombre,Nacional,Sin Estudios,3
16,1,70 - 74,Hombre,Nacional,Diplomados,1
16,1,70 - 74,Mujer,Nacional,Sin Estudios,8
16,1,70 - 74,Mujer,Nacional,FP1 Grado Medio,2
16,1,70 - 74,Hombre,Nacional,FP1 Grado Medio,1
16,1,70 - 74,Hombre,Nacional,Valor Desconocido,1
16,1,70 - 74,Hombre,Nacional,Ense?anza Primaria incomp,9
16,1,70 - 74,Mujer,Nacional,Otras titulaciones medias,3
16,1,70 - 74,Mujer,Nacional,"B.Superior.BUP,COU",5
16,1,70 - 74,Mujer,Nacional,Ense?anza Primaria incomp,14
16,1,70 - 74,Hombre,Nacional,Licenciado Universitario,1
17,1,70 - 74,Hombre,Nacional,Licenciado Universitario,1
17,1,70 - 74,Hombre,Nacional,Otras titulaciones medias,2
17,1,70 - 74,Mujer,Nacional,Otras titulaciones medias,1
17,1,70 - 74,Hombre,Nacional,"B.Superior.BUP,COU",2
17,1,70 - 74,Mujer,Nacional,FP1 Grado Medio,2
17,1,70 - 74,Mujer,Nacional,Licenciado Universitario,2
17,1,70 - 74,Mujer,Nacional,Sin Estudios,4
17,1,70 - 74,Hombre,Nacional,FP2 Grado Superior,1
17,1,70 - 74,Mujer,Nacional,Ense?anza Secundaria,9
17,1,70 - 74,Hombre,Nacional,Sin Estudios,1
17,1,70 - 74,Hombre,Nacional,Ense?anza Primaria incomp,10
17,1,70 - 74,Mujer,Nacional,Ense?anza Primaria incomp,20
17,1,70 - 74,Hombre,Nacional,Ense?anza Secundaria,5
18,1,70 - 74,Mujer,Nacional,Otras titulaciones medias,1
18,1,70 - 74,Mujer,Nacional,Ense?anza Primaria incomp,34
18,1,70 - 74,Mujer,Nacional,Ense?anza Secundaria,25
18,1,70 - 74,Hombre,Nacional,"B.Superior.BUP,COU",3
18,1,70 - 74,Hombre,Nacional,FP1 Grado Medio,2
18,1,70 - 74,Hombre,Nacional,Licenciado Universitario,1
18,1,70 - 74,Hombre,Nacional,Ense?anza Primaria incomp,29
18,1,70 - 74,Hombre,Nacional,Sin Estudios,9
18,1,70 - 74,Hombre,Nacional,Ense?anza Secundaria,9
18,1,70 - 74,Mujer,Nacional,"B.Superior.BUP,COU",1
18,1,70 - 74,Mujer,Nacional,Sin Estudios,9
18,1,70 - 74,Mujer,Nacional,No sabe leer ni escribir,1
18,1,70 - 74,Mujer,Nacional,Diplomados,1
19,1,70 - 74,Mujer,Nacional,Ense?anza Primaria incomp,12
19,1,70 - 74,Hombre,Nacional,Ense?anza Secundaria,5
19,1,70 - 74,Hombre,Nacional,Ense?anza Primaria incomp,5
19,1,70 - 74,Mujer,Nacional,Ense?anza Secundaria,10
19,1,70 - 74,Hombre,Nacional,FP2 Grado Superior,1
19,1,70 - 74,Mujer,Nacional,Sin Estudios,6
19,1,70 - 74,Hombre,Nacional,FP1 Grado Medio,1
19,1,70 - 74,Hombre,Nacional,Valor Desconocido,1
19,1,70 - 74,Mujer,Nacional,"B.Superior.BUP,COU",3
19,1,70 - 74,Hombre,Nacional,"B.Superior.BUP,COU",2
19,1,70 - 74,Mujer,Nacional,Otras titulaciones medias,3
19,1,70 - 74,Hombre,Nacional,Otras titulaciones medias,1
19,1,70 - 74,Mujer,Nacional,FP1 Grado Medio,2
19,1,70 - 74,Hombre,Nacional,Sin Estudios,2
19,1,70 - 74,Hombre,Nacional,Licenciado Universitario,2
1,2,70 - 74,Mujer,Nacional,"B.Superior.BUP,COU",2
1,2,70 - 74,Hombre,Nacional,Ense?anza Primaria incomp,11
1,2,70 - 74,Hombre,Nacional,"B.Superior.BUP,COU",1
1,2,70 - 74,Mujer,Nacional,Otras titulaciones medias,1
1,2,70 - 74,Mujer,Nacional,Ense?anza Secundaria,13
1,2,70 - 74,Mujer,Nacional,Licenciado Universitario,1
1,2,70 - 74,Mujer,Nacional,Ense?anza Primaria incomp,19
1,2,70 - 74,Hombre,Nacional,Sin Estudios,4
1,2,70 - 74,Mujer,Nacional,Sin Estudios,9
1,2,70 - 74,Hombre,Nacional,FP1 Grado Medio,2
1,2,70 - 74,Hombre,Nacional,Ense?anza Secundaria,4
1,2,70 - 74,Hombre,Nacional,Licenciado Universitario,2
1,2,70 - 74,Mujer,Nacional,Valor Desconocido,1
1,2,70 - 74,Hombre,Nacional,FP2 Grado Superior,5
2,2,70 - 74,Mujer,Nacional,FP1 Grado Medio,1
2,2,70 - 74,Mujer,Nacional,Licenciado Universitario,1
2,2,70 - 74,Mujer,Nacional,Ense?anza Secundaria,9
2,2,70 - 74,Hombre,Nacional,FP1 Grado Medio,1
2,2,70 - 74,Mujer,Nacional,"B.Superior.BUP,COU",2
2,2,70 - 74,Hombre,Nacional,Ense?anza Secundaria,10
2,2,70 - 74,Hombre,Nacional,"B.Superior.BUP,COU",1
2,2,70 - 74,Mujer,Nacional,Otras titulaciones medias,1
2,2,70 - 74,Mujer,Nacional,Sin Estudios,4
2,2,70 - 74,Hombre,Nacional,Otras titulaciones medias,2
2,2,70 - 74,Mujer,Nacional,FP2 Grado Superior,1
2,2,70 - 74,Mujer,Nacional,Ense?anza Primaria incomp,18
2,2,70 - 74,Hombre,Nacional,FP2 Grado Superior,2
2,2,70 - 74,Hombre,Nacional,Ense?anza Primaria incomp,13
3,2,70 - 74,Hombre,Nacional,Otras titulaciones medias,1
3,2,70 - 74,Mujer,Nacional,"B.Superior.BUP,COU",2
3,2,70 - 74,Hombre,Nacional,Sin Estudios,3
3,2,70 - 74,Hombre,Nacional,Ense?anza Secundaria,6
3,2,70 - 74,Mujer,Nacional,No sabe leer ni escribir,1
3,2,70 - 74,Mujer,Nacional,Ense?anza Primaria incomp,11
3,2,70 - 74,Hombre,Nacional,FP2 Grado Superior,2
3,2,70 - 74,Hombre,Nacional,"B.Superior.BUP,COU",1
3,2,70 - 74,Mujer,Nacional,Ense?anza Secundaria,11
3,2,70 - 74,Mujer,Nacional,Sin Estudios,8
3,2,70 - 74,Hombre,Nacional,FP1 Grado Medio,2
3,2,70 - 74,Hombre,Nacional,Ense?anza Primaria incomp,11
4,2,70 - 74,Mujer,Nacional,Ense?anza Primaria incomp,16
4,2,70 - 74,Hombre,Nacional,Ense?anza Primaria incomp,9
4,2,70 - 74,Hombre,Nacional,Ense?anza Secundaria,4
4,2,70 - 74,Mujer,Nacional,FP1 Grado Medio,1
4,2,70 - 74,Mujer,Nacional,Ense?anza Secundaria,4
4,2,70 - 74,Hombre,Nacional,"B.Superior.BUP,COU",1
4,2,70 - 74,Hombre,Nacional,Sin Estudios,2
4,2,70 - 74,Mujer,Nacional,Sin Estudios,12
5,2,70 - 74,Mujer,Nacional,Licenciado Universitario,1
5,2,70 - 74,Hombre,Nacional,Sin Estudios,3
5,2,70 - 74,Hombre,Nacional,Ense?anza Secundaria,2
5,2,70 - 74,Mujer,Nacional,Ense?anza Primaria incomp,16
5,2,70 - 74,Mujer,Nacional,Ense?anza Secundaria,5
5,2,70 - 74,Hombre,Nacional,"B.Superior.BUP,COU",1
5,2,70 - 74,Mujer,Nacional,FP1 Grado Medio,1
5,2,70 - 74,Hombre,Nacional,FP1 Grado Medio,1
5,2,70 - 74,Mujer,Nacional,Sin Estudios,12
5,2,70 - 74,Hombre,Nacional,Ense?anza Primaria incomp,14
5,2,70 - 74,Hombre,Nacional,FP2 Grado Superior,1
6,2,70 - 74,Mujer,Nacional,Ense?anza Primaria incomp,13
6,2,70 - 74,Hombre,Nacional,Ense?anza Primaria incomp,7
6,2,70 - 74,Mujer,Nacional,Ense?anza Secundaria,6
6,2,70 - 74,Hombre,Nacional,Otras titulaciones medias,1
6,2,70 - 74,Hombre,Nacional,Ense?anza Secundaria,4
6,2,70 - 74,Mujer,Nacional,"B.Superior.BUP,COU",1
6,2,70 - 74,Mujer,Nacional,No sabe leer ni escribir,1
6,2,70 - 74,Mujer,Nacional,Sin Estudios,9
6,2,70 - 74,Hombre,Nacional,Sin Estudios,7
7,2,70 - 74,Hombre,Nacional,FP1 Grado Medio,1
7,2,70 - 74,Hombre,Nacional,Sin Estudios,6
7,2,70 - 74,Hombre,Nacional,Ense?anza Secundaria,1
7,2,70 - 74,Hombre,Nacional,"B.Superior.BUP,COU",2
7,2,70 - 74,Hombre,Nacional,No sabe leer ni escribir,1
7,2,70 - 74,Mujer,Nacional,Otras titulaciones medias,2
7,2,70 - 74,Hombre,Nacional,Licenciado Universitario,1
7,2,70 - 74,Mujer,Nacional,Ense?anza Primaria incomp,10
7,2,70 - 74,Hombre,Nacional,Ense?anza Primaria incomp,9
7,2,70 - 74,Mujer,Nacional,Ense?anza Secundaria,5
7,2,70 - 74,Mujer,Nacional,Sin Estudios,5
9,2,70 - 74,Hombre,Nacional,Otras titulaciones medias,1
9,2,70 - 74,Hombre,Nacional,FP2 Grado Superior,1
9,2,70 - 74,Mujer,Nacional,Diplomados,1
9,2,70 - 74,Hombre,Nacional,Ense?anza Primaria incomp,13
9,2,70 - 74,Mujer,Nacional,Otras titulaciones medias,1
9,2,70 - 74,Mujer,Nacional,Sin Estudios,6
9,2,70 - 74,Hombre,Nacional,Ense?anza Secundaria,9
9,2,70 - 74,Mujer,Nacional,Ense?anza Secundaria,11
9,2,70 - 74,Mujer,Nacional,"B.Superior.BUP,COU",2
9,2,70 - 74,Mujer,Nacional,Ense?anza Primaria incomp,29
9,2,70 - 74,Hombre,Nacional,Sin Estudios,1
9,2,70 - 74,Hombre,Nacional,Licenciado Universitario,2
9,2,70 - 74,Hombre,Nacional,FP1 Grado Medio,2
9,2,70 - 74,Hombre,Nacional,"B.Superior.BUP,COU",1
10,2,70 - 74,Mujer,Nacional,Sin Estudios,10
10,2,70 - 74,Mujer,Nacional,Ense?anza Secundaria,14
10,2,70 - 74,Hombre,Nacional,No sabe leer ni escribir,1
10,2,70 - 74,Mujer,Nacional,Ense?anza Primaria incomp,21
10,2,70 - 74,Mujer,Nacional,Licenciado Universitario,3
10,2,70 - 74,Hombre,Nacional,"B.Superior.BUP,COU",2
10,2,70 - 74,Mujer,Nacional,Valor Desconocido,1
10,2,70 - 74,Mujer,Nacional,No sabe leer ni escribir,1
10,2,70 - 74,Mujer,Nacional,"B.Superior.BUP,COU",4
10,2,70 - 74,Hombre,Nacional,Ense?anza Secundaria,13
10,2,70 - 74,Mujer,Nacional,FP1 Grado Medio,1
10,2,70 - 74,Hombre,Nacional,Otras titulaciones medias,2
10,2,70 - 74,Hombre,Nacional,Sin Estudios,4
10,2,70 - 74,Hombre,Nacional,Licenciado Universitario,2
10,2,70 - 74,Mujer,Nacional,FP2 Grado Superior,1
10,2,70 - 74,Hombre,Nacional,Ense?anza Primaria incomp,12
10,2,70 - 74,Mujer,Nacional,Otras titulaciones medias,3
11,2,70 - 74,Hombre,Nacional,"B.Superior.BUP,COU",3
11,2,70 - 74,Mujer,Nacional,Otras titulaciones medias,5
11,2,70 - 74,Hombre,Nacional,FP2 Grado Superior,2
11,2,70 - 74,Mujer,Nacional,Ense?anza Primaria incomp,11
11,2,70 - 74,Hombre,Nacional,Sin Estudios,2
11,2,70 - 74,Mujer,Nacional,Licenciado Universitario,1
11,2,70 - 74,Hombre,Nacional,Ense?anza Secundaria,4
11,2,70 - 74,Hombre,Nacional,Licenciado Universitario,2
11,2,70 - 74,Hombre,Nacional,FP1 Grado Medio,1
11,2,70 - 74,Hombre,Nacional,Ense?anza Primaria incomp,10
11,2,70 - 74,Mujer,Nacional,Sin Estudios,3
11,2,70 - 74,Mujer,Nacional,Ense?anza Secundaria,11
11,2,70 - 74,Mujer,Nacional,"B.Superior.BUP,COU",1
12,2,70 - 74,Hombre,Nacional,Ense?anza Primaria incomp,19
12,2,70 - 74,Mujer,Nacional,Otras titulaciones medias,1
12,2,70 - 74,Hombre,Nacional,Sin Estudios,6
12,2,70 - 74,Hombre,Nacional,FP1 Grado Medio,4
12,2,70 - 74,Hombre,Nacional,"B.Superior.BUP,COU",7
12,2,70 - 74,Mujer,Nacional,Ense?anza Primaria incomp,30
12,2,70 - 74,Hombre,Nacional,Ense?anza Secundaria,7
12,2,70 - 74,Mujer,Nacional,"B.Superior.BUP,COU",3
12,2,70 - 74,Mujer,Nacional,Sin Estudios,12
12,2,70 - 74,Mujer,Nacional,Ense?anza Secundaria,9
12,2,70 - 74,Hombre,Nacional,FP2 Grado Superior,2
12,2,70 - 74,Mujer,Nacional,Licenciado Universitario,1
13,2,70 - 74,Mujer,Nacional,"B.Superior.BUP,COU",2
13,2,70 - 74,Hombre,Nacional,Sin Estudios,2
13,2,70 - 74,Hombre,Nacional,"B.Superior.BUP,COU",8
13,2,70 - 74,Mujer,Nacional,Ense?anza Secundaria,15
13,2,70 - 74,Hombre,Nacional,Ense?anza Primaria incomp,10
13,2,70 - 74,Hombre,Nacional,Licenciado Universitario,2
13,2,70 - 74,Mujer,Nacional,Otras titulaciones medias,3
13,2,70 - 74,Hombre,Nacional,FP1 Grado Medio,2
13,2,70 - 74,Mujer,Nacional,Ense?anza Primaria incomp,21
13,2,70 - 74,Mujer,Nacional,FP1 Grado Medio,2
13,2,70 - 74,Mujer,Nacional,Licenciado Universitario,1
13,2,70 - 74,Mujer,Nacional,Sin Estudios,6
13,2,70 - 74,Hombre,Nacional,Ense?anza Secundaria,11
13,2,70 - 74,Hombre,Nacional,FP2 Grado Superior,1
13,2,70 - 74,Mujer,Nacional,FP2 Grado Superior,1
14,2,70 - 74,Mujer,Nacional,Sin Estudios,7
14,2,70 - 74,Hombre,Nacional,FP2 Grado Superior,2
14,2,70 - 74,Hombre,Nacional,Sin Estudios,2
14,2,70 - 74,Hombre,Nacional,"B.Superior.BUP,COU",1
14,2,70 - 74,Hombre,Nacional,Ense?anza Secundaria,9
14,2,70 - 74,Mujer,Nacional,No sabe leer ni escribir,1
14,2,70 - 74,Mujer,Nacional,Ense?anza Primaria incomp,24
14,2,70 - 74,Mujer,Nacional,Ense?anza Secundaria,12
14,2,70 - 74,Hombre,Nacional,Ense?anza Primaria incomp,21
14,2,70 - 74,Mujer,Nacional,"B.Superior.BUP,COU",1
14,2,70 - 74,Hombre,Nacional,FP1 Grado Medio,5
14,2,70 - 74,Mujer,Nacional,Valor Desconocido,1
14,2,70 - 74,Hombre,Nacional,Licenciado Universitario,1
15,2,70 - 74,Hombre,Nacional,Ense?anza Secundaria,7
15,2,70 - 74,Hombre,Nacional,"B.Superior.BUP,COU",3
15,2,70 - 74,Hombre,Nacional,Sin Estudios,3
15,2,70 - 74,Mujer,Nacional,Otras titulaciones medias,1
15,2,70 - 74,Mujer,Nacional,Ense?anza Primaria incomp,14
15,2,70 - 74,Hombre,Nacional,FP2 Grado Superior,2
15,2,70 - 74,Mujer,Nacional,"B.Superior.BUP,COU",1
15,2,70 - 74,Hombre,Nacional,FP1 Grado Medio,4
15,2,70 - 74,Mujer,Nacional,Sin Estudios,6
15,2,70 - 74,Mujer,Nacional,Ense?anza Secundaria,14
15,2,70 - 74,Hombre,Nacional,Ense?anza Primaria incomp,8
15,2,70 - 74,Hombre,Nacional,Licenciado Universitario,1
16,2,70 - 74,Hombre,Nacional,"B.Superior.BUP,COU",5
16,2,70 - 74,Hombre,Nacional,FP1 Grado Medio,4
16,2,70 - 74,Hombre,Nacional,Valor Desconocido,1
16,2,70 - 74,Mujer,Nacional,FP1 Grado Medio,7
16,2,70 - 74,Mujer,Nacional,"B.Superior.BUP,COU",1
16,2,70 - 74,Mujer,Nacional,Licenciado Universitario,6
16,2,70 - 74,Mujer,Nacional,Ense?anza Primaria incomp,38
16,2,70 - 74,Hombre,Nacional,Ense?anza Secundaria,16
16,2,70 - 74,Hombre,Nacional,FP2 Grado Superior,4
16,2,70 - 74,Hombre,Nacional,Sin Estudios,5
16,2,70 - 74,Hombre,Nacional,Ense?anza Primaria incomp,31
16,2,70 - 74,Mujer,Nacional,FP2 Grado Superior,1
16,2,70 - 74,Hombre,Nacional,Otras titulaciones medias,1
16,2,70 - 74,Hombre,Nacional,Doctorado Postgrado,1
16,2,70 - 74,Hombre,Nacional,Licenciado Universitario,7
16,2,70 - 74,Mujer,Nacional,Otras titulaciones medias,1
16,2,70 - 74,Mujer,Nacional,Ense?anza Secundaria,12
16,2,70 - 74,Mujer,Nacional,Sin Estudios,16
17,2,70 - 74,Hombre,Nacional,Ense?anza Secundaria,4
17,2,70 - 74,Mujer,Nacional,Sin Estudios,1
17,2,70 - 74,Mujer,Nacional,Ense?anza Secundaria,3
17,2,70 - 74,Mujer,Nacional,FP1 Grado Medio,2
17,2,70 - 74,Hombre,Nacional,"B.Superior.BUP,COU",3
17,2,70 - 74,Mujer,Nacional,FP2 Grado Superior,1
17,2,70 - 74,Mujer,Nacional,"B.Superior.BUP,COU",1
17,2,70 - 74,Mujer,Nacional,Ense?anza Primaria incomp,9
17,2,70 - 74,Mujer,Nacional,Licenciado Universitario,1
17,2,70 - 74,Hombre,Nacional,Licenciado Universitario,2
17,2,70 - 74,Hombre,Nacional,Otras titulaciones medias,1
17,2,70 - 74,Hombre,Nacional,Diplomados,1
17,2,70 - 74,Hombre,Nacional,Ense?anza Primaria incomp,12
18,2,70 - 74,Hombre,Nacional,Ense?anza Primaria incomp,7
18,2,70 - 74,Mujer,Nacional,FP1 Grado Medio,2
18,2,70 - 74,Hombre,Nacional,Ense?anza Secundaria,5
18,2,70 - 74,Hombre,Nacional,Otras titulaciones medias,1
18,2,70 - 74,Hombre,Nacional,FP1 Grado Medio,2
18,2,70 - 74,Hombre,Nacional,"B.Superior.BUP,COU",1
18,2,70 - 74,Hombre,Nacional,FP2 Grado Superior,2
18,2,70 - 74,Hombre,Nacional,Sin Estudios,4
18,2,70 - 74,Mujer,Nacional,Ense?anza Secundaria,6
18,2,70 - 74,Hombre,Nacional,Licenciado Universitario,1
18,2,70 - 74,Mujer,Nacional,Ense?anza Primaria incomp,22
18,2,70 - 74,Mujer,Nacional,Sin Estudios,7
18,2,70 - 74,Mujer,Nacional,FP2 Grado Superior,1
19,2,70 - 74,Mujer,Nacional,Ense?anza Primaria incomp,13
19,2,70 - 74,Hombre,Nacional,Ense?anza Primaria incomp,12
19,2,70 - 74,Mujer,Nacional,"B.Superior.BUP,COU",1
19,2,70 - 74,Mujer,Nacional,Sin Estudios,3
19,2,70 - 74,Hombre,Nacional,Sin Estudios,1
19,2,70 - 74,Mujer,Nacional,Ense?anza Secundaria,11
19,2,70 - 74,Hombre,Nacional,Ense?anza Secundaria,5
19,2,70 - 74,Mujer,Nacional,FP1 Grado Medio,1
19,2,70 - 74,Hombre,Nacional,FP1 Grado Medio,5
19,2,70 - 74,Mujer,Nacional,Licenciado Universitario,1
20,2,70 - 74,Hombre,Nacional,Sin Estudios,3
20,2,70 - 74,Hombre,Nacional,FP2 Grado Superior,1
20,2,70 - 74,Hombre,Nacional,Ense?anza Primaria incomp,13
20,2,70 - 74,Hombre,Nacional,"B.Superior.BUP,COU",1
20,2,70 - 74,Mujer,Nacional,FP1 Grado Medio,1
20,2,70 - 74,Mujer,Nacional,Sin Estudios,9
20,2,70 - 74,Mujer,Nacional,FP2 Grado Superior,1
20,2,70 - 74,Mujer,Nacional,Ense?anza Secundaria,3
20,2,70 - 74,Mujer,Nacional,Licenciado Universitario,2
20,2,70 - 74,Mujer,Nacional,Ense?anza Primaria incomp,16
20,2,70 - 74,Hombre,Nacional,Ense?anza Secundaria,15
20,2,70 - 74,Mujer,Nacional,No sabe leer ni escribir,3
20,2,70 - 74,Mujer,Nacional,Otras titulaciones medias,1
20,2,70 - 74,Hombre,Nacional,Licenciado Universitario,3
21,2,70 - 74,Mujer,Nacional,Ense?anza Secundaria,6
21,2,70 - 74,Mujer,Nacional,Ense?anza Primaria incomp,27
21,2,70 - 74,Hombre,Nacional,FP2 Grado Superior,2
21,2,70 - 74,Mujer,Nacional,Sin Estudios,12
21,2,70 - 74,Hombre,Nacional,Ense?anza Secundaria,12
21,2,70 - 74,Mujer,Nacional,Licenciado Universitario,1
21,2,70 - 74,Hombre,Nacional,Ense?anza Primaria incomp,25
21,2,70 - 74,Hombre,Nacional,Sin Estudios,2
21,2,70 - 74,Hombre,Nacional,FP1 Grado Medio,3
22,2,70 - 74,Hombre,Nacional,FP2 Grado Superior,2
22,2,70 - 74,Hombre,Nacional,Ense?anza Primaria incomp,15
22,2,70 - 74,Hombre,Nacional,Sin Estudios,1
22,2,70 - 74,Mujer,Nacional,Ense?anza Secundaria,10
22,2,70 - 74,Hombre,Nacional,Licenciado Universitario,2
22,2,70 - 74,Mujer,Nacional,Ense?anza Primaria incomp,18
22,2,70 - 74,Hombre,Nacional,FP1 Grado Medio,2
22,2,70 - 74,Hombre,Nacional,Ense?anza Secundaria,5
22,2,70 - 74,Mujer,Nacional,Licenciado Universitario,1
22,2,70 - 74,Mujer,Nacional,"B.Superior.BUP,COU",1
22,2,70 - 74,Mujer,Nacional,FP1 Grado Medio,1
22,2,70 - 74,Hombre,Nacional,"B.Superior.BUP,COU",3
1,3,70 - 74,Mujer,Nacional,No sabe leer ni escribir,2
1,3,70 - 74,Mujer,Nacional,Sin Estudios,21
1,3,70 - 74,Hombre,Nacional,Licenciado Universitario,1
1,3,70 - 74,Mujer,Nacional,Ense?anza Primaria incomp,36
1,3,70 - 74,Mujer,Nacional,FP1 Grado Medio,2
1,3,70 - 74,Hombre,Nacional,Sin Estudios,7
1,3,70 - 74,Mujer,Nacional,Ense?anza Secundaria,12
1,3,70 - 74,Hombre,Nacional,Ense?anza Secundaria,10
1,3,70 - 74,Hombre,Nacional,Ense?anza Primaria incomp,31
1,3,70 - 74,Mujer,Nacional,Diplomados,1
1,3,70 - 74,Hombre,Nacional,FP1 Grado Medio,4
2,3,70 - 74,Hombre,Nacional,Sin Estudios,2
2,3,70 - 74,Hombre,Nacional,Ense?anza Primaria incomp,15
2,3,70 - 74,Mujer,Nacional,Ense?anza Primaria incomp,16
2,3,70 - 74,Mujer,Nacional,Sin Estudios,14
2,3,70 - 74,Mujer,Nacional,FP1 Grado Medio,2
2,3,70 - 74,Hombre,Nacional,FP2 Grado Superior,1
2,3,70 - 74,Mujer,Nacional,Ense?anza Secundaria,14
2,3,70 - 74,Hombre,Nacional,Ense?anza Secundaria,9
2,3,70 - 74,Hombre,Nacional,FP1 Grado Medio,1
3,3,70 - 74,Mujer,Nacional,Ense?anza Primaria incomp,19
3,3,70 - 74,Mujer,Nacional,Sin Estudios,8
3,3,70 - 74,Mujer,Nacional,Otras titulaciones medias,1
3,3,70 - 74,Hombre,Nacional,Otras titulaciones medias,1
3,3,70 - 74,Mujer,Nacional,No sabe leer ni escribir,1
3,3,70 - 74,Hombre,Nacional,"B.Superior.BUP,COU",4
3,3,70 - 74,Hombre,Nacional,Ense?anza Secundaria,3
3,3,70 - 74,Hombre,Nacional,Ense?anza Primaria incomp,10
3,3,70 - 74,Mujer,Nacional,Ense?anza Secundaria,8
3,3,70 - 74,Hombre,Nacional,Sin Estudios,5
4,3,70 - 74,Hombre,Nacional,FP2 Grado Superior,1
4,3,70 - 74,Mujer,Nacional,FP1 Grado Medio,2
4,3,70 - 74,Hombre,Nacional,Ense?anza Secundaria,6
4,3,70 - 74,Mujer,Nacional,"B.Superior.BUP,COU",1
4,3,70 - 74,Hombre,Nacional,FP1 Grado Medio,1
4,3,70 - 74,Mujer,Nacional,Otras titulaciones medias,1
4,3,70 - 74,Mujer,Nacional,Ense?anza Primaria incomp,31
4,3,70 - 74,Mujer,Nacional,Ense?anza Secundaria,6
4,3,70 - 74,Mujer,Nacional,Sin Estudios,4
4,3,70 - 74,Hombre,Nacional,Ense?anza Primaria incomp,15
4,3,70 - 74,Hombre,Nacional,Sin Estudios,1
5,3,70 - 74,Mujer,Nacional,No sabe leer ni escribir,1
5,3,70 - 74,Hombre,Nacional,Ense?anza Secundaria,8
5,3,70 - 74,Hombre,Nacional,Sin Estudios,1
5,3,70 - 74,Mujer,Nacional,Ense?anza Primaria incomp,11
5,3,70 - 74,Hombre,Nacional,Ense?anza Primaria incomp,4
5,3,70 - 74,Mujer,Nacional,FP1 Grado Medio,1
5,3,70 - 74,Hombre,Nacional,"B.Superior.BUP,COU",1
5,3,70 - 74,Hombre,Nacional,FP1 Grado Medio,3
5,3,70 - 74,Mujer,Nacional,Otras titulaciones medias,1
5,3,70 - 74,Mujer,Nacional,Sin Estudios,7
5,3,70 - 74,Mujer,Nacional,Ense?anza Secundaria,7
6,3,70 - 74,Mujer,Nacional,Ense?anza Secundaria,16
6,3,70 - 74,Mujer,Nacional,Ense?anza Primaria incomp,34
6,3,70 - 74,Hombre,Nacional,Ense?anza Secundaria,16
6,3,70 - 74,Hombre,Nacional,FP2 Grado Superior,1
6,3,70 - 74,Mujer,Nacional,"B.Superior.BUP,COU",1
6,3,70 - 74,Hombre,Nacional,Valor Desconocido,1
6,3,70 - 74,Hombre,Nacional,FP1 Grado Medio,2
6,3,70 - 74,Hombre,Nacional,Ense?anza Primaria incomp,26
6,3,70 - 74,Hombre,Nacional,Sin Estudios,9
6,3,70 - 74,Mujer,Nacional,No sabe leer ni escribir,1
6,3,70 - 74,Hombre,Nacional,"B.Superior.BUP,COU",2
6,3,70 - 74,Mujer,Nacional,FP1 Grado Medio,2
6,3,70 - 74,Mujer,Nacional,Sin Estudios,11
7,3,70 - 74,Hombre,Nacional,Ense?anza Primaria incomp,27
7,3,70 - 74,Mujer,Nacional,Otras titulaciones medias,1
7,3,70 - 74,Hombre,Nacional,"B.Superior.BUP,COU",1
7,3,70 - 74,Mujer,Nacional,Ense?anza Primaria incomp,34
7,3,70 - 74,Hombre,Nacional,Sin Estudios,5
7,3,70 - 74,Hombre,Nacional,FP2 Grado Superior,3
7,3,70 - 74,Mujer,Nacional,Ense?anza Secundaria,10
7,3,70 - 74,Hombre,Nacional,FP1 Grado Medio,5
7,3,70 - 74,Hombre,Nacional,Ense?anza Secundaria,13
7,3,70 - 74,Mujer,Nacional,Sin Estudios,13
7,3,70 - 74,Mujer,Nacional,FP1 Grado Medio,3
7,3,70 - 74,Mujer,Nacional,Valor Desconocido,1
8,3,70 - 74,Hombre,Nacional,Ense?anza Secundaria,8
8,3,70 - 74,Hombre,Nacional,Sin Estudios,2
8,3,70 - 74,Hombre,Nacional,"B.Superior.BUP,COU",1
8,3,70 - 74,Mujer,Nacional,Ense?anza Secundaria,6
8,3,70 - 74,Mujer,Nacional,FP1 Grado Medio,1
8,3,70 - 74,Hombre,Nacional,Ense?anza Primaria incomp,18
8,3,70 - 74,Mujer,Nacional,Ense?anza Primaria incomp,24
