"term_id";"parent_id";"term_name_ES";"term_name_CA";"term_description_ES";"term_description_CA"
"15.2 ";15;"15.2. De aquí a 2020, promover la puesta en práctica de la gestión sostenible de todos los tipos de bosques, detener la deforestación, recuperar los bosques degradados y aumentar considerablemente la forestación y la reforestación a nivel mundial";"15.2. Per a 2020, promoure la gestió sostenible de tots els tipus de boscos, posar fi a la desforestació, recuperar els boscos degradats i incrementar substancialment la repoblació forestal i la reforestació a escala mundial.";;
"15.3 ";15;"15.3. De aquí a 2030, luchar contra la desertificación, rehabilitar las tierras y los suelos degradados, incluidas las tierras afectadas por la desertificación, la sequía y las inundaciones, y procurar lograr un mundo con efecto neutro en la degradación de las tierras";"15.3. Per a 2030, lluitar contra la desertificació, rehabilitar les terres i els sòls degradats, incloses les terres afectades per la desertificació, la sequera i les inundacions, i procurar assolir un món neutral quant a la degradació de les terres.";;
"15.4 ";15;"15.4. De aquí a 2030, asegurar la conservación de los ecosistemas montañosos, incluida su diversidad biológica, a fin de mejorar su capacidad de proporcionar beneficios esenciales para el desarrollo sostenible";"15.4. Per a 2030, vetllar per la conservació dels ecosistemes muntanyosos, incloent-hi la biodiversitat, a fi de millorar-ne la capacitat de proporcionar beneficis essencials per al desenvolupament sostenible.";;
"15.5 ";15;"15.5. Adoptar medidas urgentes y significativas para reducir la degradación de los hábitats naturales, detener la pérdida de biodiversidad y, de aquí a 2020, proteger las especies amenazadas y evitar su extinción";"15.5. Emprendre accions urgents i significatives per a reduir la degradació dels hàbitats naturals, aturar la pèrdua de biodiversitat i, per a 2020, protegir les espècies amenaçades i evitar-ne l’extinció.";;
"15.6 ";15;"15.6. Promover la participación justa y equitativa en los beneficios derivados de la utilización de los recursos genéticos y promover el acceso adecuado a esos recursos, según lo convenido internacionalmente";"15.6. Promoure la participació justa i equitativa dels beneficis que es derivin de la utilització de recursos genètics i promoure l’accés adequat a aquests recursos, tal com s’ha acordat internacionalment.";;
"15.7 ";15;"15.7. Adoptar medidas urgentes para poner fin a la caza furtiva y el tráfico de especies protegidas de flora y fauna y abordar tanto la demanda como la oferta de productos ilegales de flora y fauna silvestres";"15.7. Adoptar mesures urgents per a posar fi a la cacera furtiva i al tràfic d’espècies protegides de flora i fauna, i abordar la demanda i l’oferta il·legals de productes silvestres.";;
"15.8 ";15;"15.8. De aquí a 2020, adoptar medidas para prevenir la introducción de especies exóticas invasoras y reducir significativamente sus efectos en los ecosistemas terrestres y acuáticos y controlar o erradicar las especies prioritarias";"15.8. Per a 2020, adoptar mesures per a prevenir la introducció d’espècies exòtiques invasores i reduir-ne de forma significativa els efectes en els ecosistemes terrestres i aquàtics, i controlar o erradicar les espècies prioritàries.";;
"15.9 ";15;"15.9. De aquí a 2020, integrar los valores de los ecosistemas y la biodiversidad en la planificación, los procesos de desarrollo, las estrategias de reducción de la pobreza y la contabilidad nacionales y locales";"15.9. Per a 2020, integrar els valors dels ecosistemes i de la biodiversitat a la planificació nacional i local i als processos de desenvolupament, així com a les estratègies i als informes de reducció de la pobresa.";;
"15.a ";15;"15.a. Movilizar y aumentar significativamente los recursos financieros procedentes de todas las fuentes para conservar y utilizar de forma sostenible la biodiversidad y los ecosistemas";"15.a. Mobilitzar i augmentar de forma significativa els recursos financers procedents de totes les fonts per tal de conservar i utilitzar de forma sostenible la biodiversitat i els ecosistemes.";;
"15.b ";15;"15.b. Movilizar recursos considerables de todas las fuentes y a todos los niveles para financiar la gestión forestal sostenible y proporcionar incentivos adecuados a los países en desarrollo para que promuevan dicha gestión, en particular con miras a la conservación y la reforestación";"15.b. Mobilitzar un volum apreciable de recursos procedents de totes les fonts i a tots els nivells per a finançar una gestió forestal sostenible i proporcionar incentius adequats als països en desenvolupament perquè promoguin aquest tipus de gestió, en particular amb vista a la conservació i la reforestació.";;
"15.c ";15;"15.c. Aumentar el apoyo mundial a la lucha contra la caza furtiva y el tráfico de especies protegidas, incluso aumentando la capacidad de las comunidades locales para perseguir oportunidades de subsistencia sostenibles";"15.c. Augmentar el suport mundial a la lluita contra la cacera furtiva i el tràfic d’espècies protegides, en particular augmentant la capacitat de les comunitats locals per a cercar oportunitats de subsistència sostenible.";;
"15.1.1 ";15.1;"Superficie forestal en proporción a la superficie total";;;
"15.1.2 ";15.1;"Proporción de lugares importantes para la biodiversidad terrestre y del agua dulce incluidos en zonas protegidas, desglosada por tipo de ecosistema";;;
"15.2.1 ";15.2;"Avances hacia la gestión forestal sostenible";;;
"15.3.1 ";15.3;"Proporción de tierras degradadas en comparación con la superficie total";;;
"15.4.1 ";15.4;"Lugares importantes para la biodiversidad de las montañas incluidos en zonas protegidas";;;
"15.4.2 ";15.4;"Índice de cobertura verde de las montañas";;;
"15.5.1 ";15.5;"Índice de la Lista Roja";;;
"15.6.1 ";15.6;"Número de países que han adoptado marcos legislativos, administrativos y normativos para asegurar una distribución justa y equitativa de los beneficios";;;
"15.7.1 ";15.7;"Proporción de especímenes de flora y fauna silvestre comercializados procedentes de la caza furtiva o el tráfico ilícito";;;
"15.8.1 ";15.8;"Proporción de países que han aprobado la legislación nacional pertinente y han destinado recursos suficientes para la prevención o el control de las especies exóticas invasoras";;;
"15.9.1 ";15.9;"Avances en el logro de las metas nacionales establecidas de conformidad con la segunda Meta de Aichi para la Diversidad Biológica del Plan Estratégico para la Diversidad Biológica 2011‑2020";;;
"15.a.1 ";"15.a";"Asistencia oficial para el desarrollo y gasto público destinados a la conservación y el uso sostenible de la biodiversidad y los ecosistemas";;;
"15.b.1 ";"15.b";"Asistencia oficial para el desarrollo y gasto público destinados a la conservación y el uso sostenible de la biodiversidad y los ecosistemas";;;
"15.c.1 ";"15.c";"Proporción de especímenes de flora y fauna silvestre comercializados procedentes de la caza furtiva o el tráfico ilícito";;;
"16.1 ";16;"16.1. Reducir significativamente todas las formas de violencia y las correspondientes tasas de mortalidad en todo el mundo";"16.1. Reduir considerablement totes les formes de violència i les taxes de mortalitat connexes a tot el món.";;
"16.2 ";16;"16.2. Poner fin al maltrato, la explotación, la trata y todas las formas de violencia y tortura contra los niños";"16.2. Posar fi al maltractament, l’explotació, el tràfic, la tortura i totes les formes de violència contra els infants.";;
"16.3 ";16;"16.3. Promover el estado de derecho en los planos nacional e internacional y garantizar la igualdad de acceso a la justicia para todos";"16.3. Promoure l’estat de dret en els àmbits nacionals i internacionals, i garantir la igualtat d’accés a la justícia per a totes les persones.";;
"16.4 ";16;"16.4. De aquí a 2030, reducir significativamente las corrientes financieras y de armas ilícitas, fortalecer la recuperación y devolución de los activos robados y luchar contra todas las formas de delincuencia organizada";"16.4. Per a 2030, reduir de forma significativa el tràfic il·lícit de finances i d’armes, enfortir la recuperació i devolució de béns robats, i lluitar contra totes les formes de delinqüència organitzada.";;
"16.5 ";16;"16.5. Reducir considerablemente la corrupción y el soborno en todas sus formas";"16.5. Reduir substancialment totes les formes de corrupció i suborn.";;
"16.6 ";16;"16.6. Crear a todos los niveles instituciones eficaces y transparentes que rindan cuentas";"16.6. Crear unes institucions eficaces, responsables i transparents a tots els nivells.";;
"16.7 ";16;"16.7. Garantizar la adopción en todos los niveles de decisiones inclusivas, participativas y representativas que respondan a las necesidades";"16.7. Garantir l’adopció de decisions inclusives, participatives i representatives que responguin a les necessitats a tots els nivells.";;
"16.8 ";16;"16.8. Ampliar y fortalecer la participación de los países en desarrollo en las instituciones de gobernanza mundial";"16.8. Ampliar i enfortir la participació dels països en desenvolupament en les institucions de governança mundial.";;
"16.9 ";16;"16.9. De aquí a 2030, proporcionar acceso a una identidad jurídica para todos, en particular mediante el registro de nacimientos";"16.9. Per a 2030, proporcionar l’accés a una identitat jurídica per a totes les persones, en particular mitjançant el registre de naixements.";;
"16.10 ";16;"16.10. Garantizar el acceso público a la información y proteger las libertades fundamentales, de conformidad con las leyes nacionales y los acuerdos internacionales";"16.10. Garantir l’accés públic a la informació i protegir les llibertats fonamentals, de conformitat amb les lleis nacionals i els acords internacionals.";;
"16.a ";16;"16.a. Fortalecer las instituciones nacionales pertinentes, incluso mediante la cooperación internacional, para crear a todos los niveles, particularmente en los países en desarrollo, la capacidad de prevenir la violencia y combatir el terrorismo y la delincuencia";"16.a. Enfortir les institucions nacionals pertinents, mitjançant, entre d’altres, la cooperació internacional, amb vista a realitzar formació a tots els nivells, en particular als països en desenvolupament, per tal de prevenir la violència i combatre el terrorisme i la delinqüència.";;
"16.b ";16;"16.b. Promover y aplicar leyes y políticas no discriminatorias en favor del desarrollo sostenible";"16.b. Promoure i aplicar lleis i polítiques no discriminatòries en favor del desenvolupament sostenible.";;
"16.1.1";16.1;" Número de víctimas de homicidios intencionales por cada 100.000 habitantes, desglosado por sexo y edad";;;
"16.1.2 ";16.1;"Muertes relacionadas con conflictos por cada 100.000 habitantes, desglosadas por sexo, edad y causa";;;
"16.1.3 ";16.1;"Proporción de la población que ha sufrido a) violencia física, b) violencia psicológica y c) violencia sexual en los últimos 12 meses";;;
"16.1.4 ";16.1;"Proporción de la población que se siente segura al caminar sola en su zona de residencia";;;
"16.2.1 ";16.2;"Proporción de niños de entre 1 y 17 años que han sufrido algún castigo físico o agresión psicológica a manos de sus cuidadores en el último mes";;;
"16.2.2 ";16.2;"Número de víctimas de la trata de personas por cada 100.000 habitantes, desglosado por sexo, edad y tipo de explotación";;;
"16.2.3 ";16.2;"Proporción de mujeres y hombres jóvenes de entre 18 y 29 años que sufrieron violencia sexual antes de cumplir los 18 años";;;
"16.3.1 ";16.3;"Proporción de víctimas de violencia en los últimos 12 meses que han notificado su victimización a las autoridades competentes u otros mecanismos de resolución de conflictos reconocidos oficialmente";;;
"16.3.2 ";16.3;"Proporción de detenidos que no han sido condenados en el conjunto de la población reclusa total";;;
"16.4.1 ";16.4;"Valor total de las corrientes financieras ilícitas entrantes y salientes (en dólares corrientes de los Estados Unidos)";;;
"16.4.2 ";16.4;"Proporción de armas incautadas, encontradas o entregadas cuyo origen o contexto ilícitos han sido determinados o establecidos por una autoridad competente, de conformidad con los instrumentos internacionales";;;
"16.5.1 ";16.5;"Proporción de personas que han tenido al menos un contacto con un funcionario público y que han pagado un soborno a un funcionario público, o a las que un funcionario público les ha pedido un soborno, durante los últimos 12 meses";;;
"16.5.2 ";16.5;"Proporción de negocios que han tenido al menos un contacto con un funcionario público y que han pagado un soborno a un funcionario público, o a los que un funcionario público les ha pedido un soborno, durante los últimos 12 meses";;;
"16.6.1 ";16.6;"Gastos primarios del gobierno en proporción al presupuesto aprobado originalmente, desglosados por sector (o por códigos presupuestarios o elementos similares)";;;
"16.6.2 ";16.6;"Proporción de la población que se siente satisfecha con su última experiencia de los servicios públicos";;;
"16.7.1 ";16.7;"Proporciones de plazas en las instituciones nacionales y locales, entre ellas: a) las asambleas legislativas, b) la administración pública y c) el poder judicial, en comparación con la distribución nacional, desglosadas por sexo, edad, personas con discapacidad y grupos de población";;;
"16.7.2 ";16.7;"Proporción de la población que considera que la adopción de decisiones es inclusiva y responde a sus necesidades, desglosada por sexo, edad, discapacidad y grupo de población";;;
"16.8.1 ";16.8;"Proporción de miembros y derechos de voto de los países en desarrollo en organizaciones internacionales";;;
"16.9.1 ";16.9;"Proporción de niños menores de 5 años cuyo nacimiento se ha registrado ante una autoridad civil, desglosada por edad";;;
"16.10.1 ";16.1;"Número de casos verificados de asesinato, secuestro, desaparición forzada, detención arbitraria y tortura de periodistas, miembros asociados de los medios de comunicación, sindicalistas y defensores de los derechos humanos, en los últimos 12 meses";;;
"16.10.2 ";16.1;"Número de países que adoptan y aplican garantías constitucionales, legales o normativas para el acceso público a la información";;;
"16.a.1 ";"16.a";"Existencia de instituciones nacionales independientes de derechos humanos, en cumplimiento de los Principios de París";;;
"16.b.1 ";"16.b";"Proporción de la población que declara haberse sentido personalmente discriminada o acosada en los últimos 12 meses por motivos de discriminación prohibidos por el derecho internacional de los derechos humanos";;;
"17.1 ";17;"17.1. Fortalecer la movilización de recursos internos, incluso mediante la prestación de apoyo internacional a los países en desarrollo, con el fin de mejorar la capacidad nacional para recaudar ingresos fiscales y de otra índole";"17.1. Enfortir la mobilització de recursos interns, també mitjançant la prestació de suport internacional als països en desenvolupament, a fi de millorar la capacitat nacional per a recaptar ingressos fiscals i d’altra índole.";;
"17.2 ";17;"17.2. Velar por que los países desarrollados cumplan plenamente sus compromisos en relación con la asistencia oficial para el desarrollo, incluido el compromiso de numerosos países desarrollados de alcanzar el objetivo de destinar el 0,7% del ingreso nacional bruto a la asistencia oficial para el desarrollo de los países en desarrollo y entre el 0,15% y el 0,20% del ingreso nacional bruto a la asistencia oficial para el desarrollo de los países menos adelantados; se alienta a los proveedores de asistencia oficial para el desarrollo a que consideren la posibilidad de fijar una meta para destinar al menos el 0,20% del ingreso nacional bruto a la asistencia oficial para el desarrollo de los países menos adelantados";"17.2. Vetllar perquè els països desenvolupats compleixin plenament els seus compromisos en relació amb l’ajut oficial al desenvolupament (AOD), inclòs el compromís adquirit per nombrosos països desenvolupats d’assolir l’objectiu de destinar el 0,7% del producte nacional brut (PNB) a l’AOD i del 0,15% al 0,20% del PNB a l’AOD dels països menys avançats, i encoratjar els proveïdors d’AOD que considerin fixar una meta per tal de destinar almenys el 0,20% del PNB a l’AOD dels països menys avançats.";;
"17.3 ";17;"17.3. Movilizar recursos financieros adicionales de múltiples fuentes para los países en desarrollo";"17.3. Mobilitzar recursos financers addicionals provinents de múltiples fonts per als països en desenvolupament.";;
"17.4 ";17;"17.4. Ayudar a los países en desarrollo a lograr la sostenibilidad de la deuda a largo plazo con políticas coordinadas orientadas a fomentar la financiación, el alivio y la reestructuración de la deuda, según proceda, y hacer frente a la deuda externa de los países pobres muy endeudados a fin de reducir el endeudamiento excesivo";"17.4. Assistir els països en desenvolupament per a aconseguir la sostenibilitat del deute a llarg termini amb polítiques coordinades orientades a fomentar el finançament, l’alleujament i la reestructuració del deute, si escau, i fer front al deute extern dels països pobres altament endeutats a fi de reduir l’endeutament excessiu.";;
"17.5 ";17;"17.5. Adoptar y aplicar sistemas de promoción de las inversiones en favor de los países menos adelantados";"17.5. Adoptar i aplicar sistemes de promoció d’inversió a favor dels països menys avançats.";;
"17.6 ";17;"17.6. Mejorar la cooperación regional e internacional Norte-Sur, Sur-Sur y triangular en materia de ciencia, tecnología e innovación y el acceso a estas, y aumentar el intercambio de conocimientos en condiciones mutuamente convenidas, incluso mejorando la coordinación entre los mecanismos existentes, en particular a nivel de las Naciones Unidas, y mediante un mecanismo mundial de facilitación de la tecnología";"17.6. Millorar la cooperació regional i internacional nord-sud, sud-sud i triangular i l’accés a la ciència, tecnologia i innovació, i augmentar l’intercanvi de coneixements en condicions mútuament convingudes, entre d’altres maneres millorant la coordinació entre els mecanismes existents, en particular en l’àmbit de les Nacions Unides, i mitjançant un mecanisme global de facilitació de la tecnologia.";;
"17.7 ";17;"17.7. Promover el desarrollo de tecnologías ecológicamente racionales y su transferencia, divulgación y difusión a los países en desarrollo en condiciones favorables, incluso en condiciones concesionarias y preferenciales, según lo convenido de mutuo acuerdo";"17.7. Promoure el desenvolupament, així com la transferència, divulgació i difusió de tecnologies ecològicament racionals als països en desenvolupament en condicions favorables, incloent condicions concessionàries i preferencials, de mutu acord.";;
"17.8 ";17;"17.8. Poner en pleno funcionamiento, a más tardar en 2017, el banco de tecnología y el mecanismo de apoyo a la creación de capacidad en materia de ciencia, tecnología e innovación para los países menos adelantados y aumentar la utilización de tecnologías instrumentales, en particular la tecnología de la información y las comunicaciones";"17.8. Posar en ple funcionament, a tot tardar el 2017, el banc de tecnologia i el mecanisme de suport a la ciència, tecnologia i innovació per als països menys avançats, i augmentar l’ús de tecnologies instrumentals, en particular de les tecnologies de la informació i la comunicació.";;
"17.9 ";17;"17.9. Aumentar el apoyo internacional para realizar actividades de creación de capacidad eficaces y específicas en los países en desarrollo a fin de respaldar los planes nacionales de implementación de todos los Objetivos de Desarrollo Sostenible, incluso mediante la cooperación Norte-Sur, Sur-Sur y triangular";"17.9. Augmentar el suport internacional a la implementació eficaç i amb objectius concrets de programes de formació als països en desenvolupament per tal de donar suport als plans nacionals orientats a aplicar tots els Objectius de Desenvolupament Sostenible, mitjançant, entre d’altres, la cooperació nord-sud, sud-sud i triangular.";;
"17.10 ";17;"17.10. Promover un sistema de comercio multilateral universal, basado en normas, abierto, no discriminatorio y equitativo en el marco de la Organización Mundial del Comercio, incluso mediante la conclusión de las negociaciones en el marco del Programa de Doha para el Desarrollo";"17.10. Promoure un sistema de comerç multilateral universal, basat en normes, obert, no discriminatori i equitatiu en el marc de l’Organització Mundial del Comerç, mitjançant, entre d’altres, la conclusió de negociacions d’acord amb el Programa de Doha per al desenvolupament.";;
"17.11 ";17;"17.11. Aumentar significativamente las exportaciones de los países en desarrollo, en particular con miras a duplicar la participación de los países menos adelantados en las exportaciones mundiales de aquí a 2020";"17.11. Augmentar de manera significativa les exportacions dels països en desenvolupament, en particular amb la perspectiva de duplicar la participació dels països menys avançats en les exportacions mundials per a 2020.";;
"17.12 ";17;"17.12. Lograr la consecución oportuna del acceso a los mercados libre de derechos y contingentes de manera duradera para todos los países menos adelantados, conforme a las decisiones de la Organización Mundial del Comercio, incluso velando por que las normas de origen preferenciales aplicables a las importaciones de los países menos adelantados sean transparentes y sencillas y contribuyan a facilitar el acceso a los mercados";"17.12. Aconseguir la implementació oportuna d’un accés permanent als mercats, sense aranzels ni quotes per a tots els països menys avançats, de conformitat amb les decisions de l’Organització Mundial del Comerç, i, entre d’altres, vetllant per tal que les normes d’origen preferencials aplicables a les importacions dels països menys avançats siguin transparents i senzilles, i contribueixin a facilitar l’accés als mercats.";;
"17.13 ";17;"17.13. Aumentar la estabilidad macroeconómica mundial, incluso mediante la coordinación y coherencia de las políticas";"17.13. Augmentar l’estabilitat macroeconòmica mundial, mitjançant, entre d’altres, la coordinació i coherència de polítiques.";;
"17.14 ";17;"17.14. Mejorar la coherencia de las políticas para el desarrollo sostenible";"17.14. Millorar la coherència de polítiques per al desenvolupament sostenible.";;
"17.15 ";17;"17.15. Respetar el margen normativo y el liderazgo de cada país para establecer y aplicar políticas de erradicación de la pobreza y desarrollo sostenible";"17.15. Respectar el lideratge i la política de cada país per a establir i aplicar polítiques orientades a l’erradicació de la pobresa i la promoció del desenvolupament sostenible.";;
"17.16 ";17;"17.16. Mejorar la Alianza Mundial para el Desarrollo Sostenible, complementada por alianzas entre múltiples interesados que movilicen e intercambien conocimientos, especialización, tecnología y recursos financieros, a fin de apoyar el logro de los Objetivos de Desarrollo Sostenible en todos los países, particularmente los países en desarrollo";"17.16. Enfortir l’Aliança Mundial per al Desenvolupament Sostenible, complementada per aliances entre múltiples actors que mobilitzin i promoguin l’intercanvi de coneixements, expertesa, tecnologies i recursos financers, amb la finalitat de donar suport a l’assoliment dels Objectius de Desenvolupament Sostenible a tots els països, en particular als països en desenvolupament.";;
"17.17 ";17;"17.17. Fomentar y promover la constitución de alianzas eficaces en las esferas pública, público-privada y de la sociedad civil, aprovechando la experiencia y las estrategias de obtención de recursos de las alianzas";"17.17. Encoratjar i promoure la constitució d’aliances eficaces en els àmbits públic, publicoprivat i de la societat civil, aprofitant l’experiència i les estratègies d’obtenció de recursos dels partenariats.";;
"17.18 ";17;"17.18. De aquí a 2020, mejorar el apoyo a la creación de capacidad prestado a los países en desarrollo, incluidos los países menos adelantados y los pequeños Estados insulares en desarrollo, para aumentar significativamente la disponibilidad de datos oportunos, fiables y de gran calidad desglosados por ingresos, sexo, edad, raza, origen étnico, estatus migratorio, discapacidad, ubicación geográfica y otras características pertinentes en los contextos nacionales";"17.18. Per a 2020, millorar la prestació de suport a la formació per als països en desenvolupament, inclosos els països menys avançats i els petits estats insulars en desenvolupament, amb la perspectiva d’augmentar de forma significativa la disponibilitat de dades actualitzades, fiables i de qualitat, desglossades per grups d’ingressos, gènere, edat, raça, origen ètnic, condició migratòria, discapacitat, ubicació geogràfica i altres característiques pertinents segons el context nacional.";;
"17.19 ";17;"17.19. De aquí a 2030, aprovechar las iniciativas existentes para elaborar indicadores que permitan medir los progresos en materia de desarrollo sostenible y complementen el producto interno bruto, y apoyar la creación de capacidad estadística en los países en desarrollo";"17.19. Per a 2030, aprofitar les iniciatives existents per a elaborar indicadors que permetin mesurar els progressos aconseguits en matèria de desenvolupament sostenible i constitueixin un complement dels indicadors utilitzats per a mesurar el producte interior brut, i donar suport a la formació en estadística als països en desenvolupament.";;
"17.1.1 ";17.1;"Total de ingresos del gobierno en proporción al PIB, desglosado por fuente";;;
"17.1.2 ";17.1;"Proporción del presupuesto nacional financiado por impuestos internos";;;
"17.2.1 ";17.2;"Asistencia oficial para el desarrollo neta, total y para los países menos adelantados en proporción al ingreso nacional bruto (INB) de los donantes del Comité de Asistencia para el Desarrollo de la Organización de Cooperación y Desarrollo Económicos (OCDE)";;;
"17.3.1 ";17.3;"Inversión extranjera directa, asistencia oficial para el desarrollo y cooperación Sur-Sur en proporción al presupuesto nacional total";;;
"17.3.2 ";17.3;"Volumen de remesas (en dólares de los Estados Unidos) en proporción al PIB total";;;
"17.4.1 ";17.4;"Servicio de la deuda en proporción a las exportaciones de bienes y servicios";;;
"17.5.1 ";17.5;"Número de países que adoptan y aplican sistemas de promoción de las inversiones en favor de los países menos adelantados";;;
"17.6.1 ";17.6;"Número de acuerdos y programas de cooperación en materia de ciencia o tecnología suscritos por los países, desglosado por tipo de cooperación";;;
"17.6.2 ";17.6;"Número de abonados a Internet de banda ancha fija por cada 100 habitantes, desglosado por velocidad";;;
"17.7.1 ";17.7;"Total de los fondos aprobados para los países en desarrollo a fin de promover el desarrollo, la transferencia y la difusión de tecnologías ecológicamente racionales";;;
"17.8.1 ";17.8;"Proporción de personas que utilizan Internet";;;
"17.9.1 ";17.9;"Valor en dólares de la asistencia financiera y técnica (incluso mediante la cooperación Norte-Sur, Sur‑Sur y triangular) prometida a los países en desarrollo";;;
"17.10.1 ";17.1;"Promedio arancelario mundial ponderado";;;
"17.11.1 ";17.11;"Participación de los países en desarrollo y los países menos adelantados en las exportaciones mundiales";;;
"17.12.1 ";17.12;"Promedio de los aranceles que enfrentan los países en desarrollo, los países menos adelantados y los pequeños Estados insulares en desarrollo";;;
"17.13.1 ";17.13;"Tablero macroeconómico";;;
"17.14.1 ";17.14;"Número de países que cuentan con mecanismos para mejorar la coherencia de las políticas de desarrollo sostenible";;;
"17.15.1 ";17.15;"Grado de utilización de los marcos de resultados y las herramientas de planificación de los propios países por los proveedores de cooperación para el desarrollo";;;
"17.16.1 ";17.16;"Número de países que informan de sus progresos en los marcos de múltiples interesados para el seguimiento de la eficacia de las actividades de desarrollo que apoyan el logro de los Objetivos de Desarrollo Sostenible";;;
"17.17.1 ";17.17;"Suma en dólares de los Estados Unidos prometida a las: a) alianzas público-privadas y b) alianzas con la sociedad civil";;;
"17.18.1 ";17.18;"Proporción de indicadores de desarrollo sostenible producidos a nivel nacional, con pleno desglose cuando sea pertinente para la meta, de conformidad con los Principios Fundamentales de las Estadísticas Oficiales";;;
"17.18.2 ";17.18;"Número de países cuya legislación nacional sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales";;;
"17.18.3";17.18;"Número de países que cuentan con un plan estadístico nacional plenamente financiado y en proceso de aplicación, desglosado por fuente de financiación";;;
"17.19.1 ";17.19;"Valor en dólares de todos los recursos proporcionados para fortalecer la capacidad estadística de los países en desarrollo";;;
"17.19.2 ";17.19;"Proporción de países que a) han realizado al menos un censo de población y vivienda en los últimos diez años";" y b) han registrado el 100% de los nacimientos y el 80% de las defunciones";;
